scope,parameter,description,value,unit,evidence_type,species,source,rationale,confidence,calibration_priority,code_location,evidence_scope,literature_value,comparison_to_literature,source_url,scope_zh,description_zh,unit_zh,evidence_type_zh,species_zh,rationale_zh,confidence_zh,calibration_priority_zh,evidence_scope_zh,literature_value_zh,comparison_to_literature_zh
capsid:aav8,tropism_spleen,Relative AAV8 prior for spleen,0.75,relative to AAV9,literature-constrained prior,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav8,AAV8 对脾脏的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav8,tropism_kidney,Relative AAV8 prior for kidney,0.9,relative to AAV9,literature-constrained prior,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav8,AAV8 对肾脏的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav8,tropism_heart,Relative AAV8 prior for heart,0.72,relative to AAV9,literature-constrained prior,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav8,AAV8 对心脏的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav8,tropism_muscle,Relative AAV8 prior for muscle,0.95,relative to AAV9,literature-constrained prior,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav8,AAV8 对肌肉的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav8,tropism_lung,Relative AAV8 prior for lung,0.65,relative to AAV9,literature-constrained prior,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav8,AAV8 对肺的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav8,tropism_brain,Relative AAV8 prior for brain,0.14,relative to AAV9,literature-constrained prior,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav8,AAV8 对脑的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav8,tropism_rest,Relative AAV8 prior for rest,0.9,relative to AAV9,literature-constrained prior,mouse + NHP,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://doi.org/10.1016/j.xphs.2023.10.005; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav8,AAV8 对其他组织的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav9,tropism_liver,Relative AAV9 prior for liver,1,relative to AAV9,literature-constrained prior,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav9,AAV9 对肝脏的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav9,tropism_spleen,Relative AAV9 prior for spleen,1,relative to AAV9,literature-constrained prior,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav9,AAV9 对脾脏的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav9,tropism_kidney,Relative AAV9 prior for kidney,1,relative to AAV9,literature-constrained prior,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav9,AAV9 对肾脏的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav9,tropism_heart,Relative AAV9 prior for heart,1,relative to AAV9,literature-constrained prior,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav9,AAV9 对心脏的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav9,tropism_muscle,Relative AAV9 prior for muscle,1,relative to AAV9,literature-constrained prior,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav9,AAV9 对肌肉的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav9,tropism_lung,Relative AAV9 prior for lung,1,relative to AAV9,literature-constrained prior,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav9,AAV9 对肺的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav9,tropism_brain,Relative AAV9 prior for brain,1,relative to AAV9,literature-constrained prior,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav9,AAV9 对脑的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aav9,tropism_rest,Relative AAV9 prior for rest,1,relative to AAV9,literature-constrained prior,mouse + NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,strong,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11404148/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/18414476/; https://pubmed.ncbi.nlm.nih.gov/39863928/,衣壳先验：aav9,AAV9 对其他组织的相对先验,相对于 AAV9,文献约束先验,小鼠与非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,强,高,同条件比较形成的先验,,
capsid:aavrh10,tropism_liver,Relative AAVrh.10 prior for liver,0.82,relative to AAV9,literature-constrained prior,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,medium,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,衣壳先验：aavrh10,AAVrh.10 对肝脏的相对先验,相对于 AAV9,文献约束先验,非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,中,高,同条件比较形成的先验,,
capsid:aavrh10,tropism_spleen,Relative AAVrh.10 prior for spleen,0.78,relative to AAV9,literature-constrained prior,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,medium,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,衣壳先验：aavrh10,AAVrh.10 对脾脏的相对先验,相对于 AAV9,文献约束先验,非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,中,高,同条件比较形成的先验,,
capsid:aavrh10,tropism_kidney,Relative AAVrh.10 prior for kidney,0.75,relative to AAV9,literature-constrained prior,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,medium,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,衣壳先验：aavrh10,AAVrh.10 对肾脏的相对先验,相对于 AAV9,文献约束先验,非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,中,高,同条件比较形成的先验,,
capsid:aavrh10,tropism_heart,Relative AAVrh.10 prior for heart,1.05,relative to AAV9,literature-constrained prior,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,medium,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,衣壳先验：aavrh10,AAVrh.10 对心脏的相对先验,相对于 AAV9,文献约束先验,非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,中,高,同条件比较形成的先验,,
capsid:aavrh10,tropism_muscle,Relative AAVrh.10 prior for muscle,0.95,relative to AAV9,literature-constrained prior,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,medium,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,衣壳先验：aavrh10,AAVrh.10 对肌肉的相对先验,相对于 AAV9,文献约束先验,非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,中,高,同条件比较形成的先验,,
capsid:aavrh10,tropism_lung,Relative AAVrh.10 prior for lung,0.9,relative to AAV9,literature-constrained prior,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,medium,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,衣壳先验：aavrh10,AAVrh.10 对肺的相对先验,相对于 AAV9,文献约束先验,非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,中,高,同条件比较形成的先验,,
capsid:aavrh10,tropism_brain,Relative AAVrh.10 prior for brain,1.55,relative to AAV9,literature-constrained prior,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,medium,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,衣壳先验：aavrh10,AAVrh.10 对脑的相对先验,相对于 AAV9,文献约束先验,非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,中,高,同条件比较形成的先验,,
capsid:aavrh10,tropism_rest,Relative AAVrh.10 prior for rest,0.95,relative to AAV9,literature-constrained prior,NHP,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,medium,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/39863928/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7769048/,衣壳先验：aavrh10,AAVrh.10 对其他组织的相对先验,相对于 AAV9,文献约束先验,非人灵长类,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,中,高,同条件比较形成的先验,,
capsid:php-eb,tropism_liver,Relative PHP.eB prior for liver,0.55,relative to AAV9,literature-constrained prior,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,exploratory,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,衣壳先验：php-eb,PHP.eB 对肝脏的相对先验,相对于 AAV9,文献约束先验,仅限 Ly6a 阳性小鼠,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,探索性,高,同条件比较形成的先验,,
capsid:php-eb,tropism_spleen,Relative PHP.eB prior for spleen,0.72,relative to AAV9,literature-constrained prior,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,exploratory,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,衣壳先验：php-eb,PHP.eB 对脾脏的相对先验,相对于 AAV9,文献约束先验,仅限 Ly6a 阳性小鼠,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,探索性,高,同条件比较形成的先验,,
capsid:php-eb,tropism_kidney,Relative PHP.eB prior for kidney,0.65,relative to AAV9,literature-constrained prior,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,exploratory,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,衣壳先验：php-eb,PHP.eB 对肾脏的相对先验,相对于 AAV9,文献约束先验,仅限 Ly6a 阳性小鼠,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,探索性,高,同条件比较形成的先验,,
capsid:php-eb,tropism_heart,Relative PHP.eB prior for heart,0.72,relative to AAV9,literature-constrained prior,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,exploratory,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,衣壳先验：php-eb,PHP.eB 对心脏的相对先验,相对于 AAV9,文献约束先验,仅限 Ly6a 阳性小鼠,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,探索性,高,同条件比较形成的先验,,
capsid:php-eb,tropism_muscle,Relative PHP.eB prior for muscle,0.82,relative to AAV9,literature-constrained prior,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,exploratory,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,衣壳先验：php-eb,PHP.eB 对肌肉的相对先验,相对于 AAV9,文献约束先验,仅限 Ly6a 阳性小鼠,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,探索性,高,同条件比较形成的先验,,
capsid:php-eb,tropism_lung,Relative PHP.eB prior for lung,0.7,relative to AAV9,literature-constrained prior,Ly6a-positive mouse only,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,Applied to PS and sqrt-scaled Kp; not a cross-study calibrated effect size,exploratory,high,model/export_delivery_design_space.py:CAPSID_PRIORS,comparative-prior,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7193641/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11919325/; https://pubmed.ncbi.nlm.nih.gov/40337478/,衣壳先验：php-eb,PHP.eB 对肺的相对先验,相对于 AAV9,文献约束先验,仅限 Ly6a 阳性小鼠,用于缩放 PS，并以平方根缩放 Kp；不是跨研究校准的效应量,探索性,高,同条件比较形成的先验,,
